Hotel Name,City Name,Review_Language,Prompt_Language,Upside_Review,Downside_Review,Review_Score,Sentiment
International Bucharest City Centre Hotel,Bucharest,Romanian,English(German),"Hotelul se află într-o locație bună, chiar în centrul Bucureștiului, ceea ce este practic pentru vizitarea orașului. Camerele erau suficient de curate și bine întreținute.","Personalul a fost destul de nepoliticos și neprofesionist. Așteptările noastre pentru micul dejun nu au fost îndeplinite, a fost mult sub standardele unui hotel de 4 stele. Orarul pentru servirea micului dejun este redus, se termină prea devreme. O altă problemă a fost că aerul condiționat nu a funcționat corespunzător, camerele fiind destul de calde. În plus, zgomotul de pe holuri și de la etajele superioare poate fi deranjant.",4,NEG
International Bucharest City Centre Hotel,Bucharest,Romanian,Chinese,Locația centrală este un avantaj,"Calitatea serviciilor lasă mult de dorit. Camerele sunt vechi, lenjeria și prosoapele sunt ușurate. Baia necesită o renovare urgentă. Micul dejun este destul de limitat, iar personalul nu este suficient de atent sau amabil.",3,NEG
International Bucharest City Centre Hotel,Bucharest,Romanian,English(Russian),Locatie centrala,"Camera murdara, lenjeria patului nu era curata, personalul hotelului nepoliticos si neajutorator. Nu as recomanda acest hotel.",2,NEG
International Bucharest City Centre Hotel,Bucharest,Romanian,Russian,"Mutarea camerelor nu este o opțiune 
hotelul nu este mic 
nu există suficiente locuri de parcare",nan,2,NEG
International Bucharest City Centre Hotel,Bucharest,Romanian,English(Italian),"Localizarea hotelului este singurul lucru pozitiv pe care l-am putut găsi, este situat în centrul orașului București, accesul la obiectivele turistice fiind rapid.","Mâncarea din restaurant este sub nivelul așteptărilor, opțiunile de meniu sunt limitate și calitatea nu a fost pe măsura prețului. Dotările din cameră lasă de dorit, mobilierul este vechi și uzat, iar lenjeriile de pat nu au fost schimbate zilnic. Personalul hotelului părea neinteresat și neprofesionist, timpul de așteptare la recepție a fost mult prea lung.",4,NEG
International Bucharest City Centre Hotel,Bucharest,Romanian,German,Locație bună,"Serviciu slab, curățenia lasă de dorit, personal neprofesionist, mic dejun slab. E greu să recomanzi un astfel de hotel.",3,NEG
International Bucharest City Centre Hotel,Bucharest,Romanian,English(Spanish),nan,"Serviciul este de calitate scăzută, personalul pare nepăsător și indiferent. Camerele sunt foarte zgomotoase, sunetul din stradă este foarte enervant. De asemenea, curățenia lasă de dorit, baia nu era curățată cum trebuie.",4,NEG
International Bucharest City Centre Hotel,Bucharest,Romanian,English(Romanian),"Designul hotelului este un plus, cu o estetica moderna si ospitaliera.","Calitatea serviciilor ramane in urma fata de asteptari. Camera nu a fost curatata temeinic, fiind perceptibil praf sub pat. De asemenea, personalul de la receptie nu a fost prea amabil, lasand impresia de indiferenta fata de clienti. Draperiile nu erau functionale, lasandu-mi diminetii cu lumina soarelui in obraz, ceea ce m-a impiedicat sa ma odihnesc confortabil. De asemenea, micul dejun a lasat der mult de dorit, cu o varietate limitata de produse si calitate medie.",4,NEG
International Bucharest City Centre Hotel,Bucharest,Romanian,Italian,"Hotelul are o locație excelentă, chiar în centrul orașului.","Serviciul a fost dezamăgitor, personalul recepției a fost nepoliticos și neajutorător. Camera în sine a fost mică și necesită reparații - cadrul patului era slăbit și șifonierul avea un miros neplăcut. În plus, micul dejun oferit a fost subpar, cu opțiuni limitate și alimente de calitate scăzută.",3,NEG
International Bucharest City Centre Hotel,Bucharest,Romanian,English(Spanish),Locația deține avantajul proximității față de centrul orașului.,"Am fost atât de dezamăgit de starea camerei - mobilierul și lenjeria de pat erau vechi și roase, și camerele nu au fost curățate corect. De asemenea, personalul a fost destul de neprofesionist și nepoliticos. În plus, micul dejun a fost foarte scăzut în calitate.",4,NEG
International Bucharest City Centre Hotel,Bucharest,Romanian,Russian,"Locația hotelului este bună, chiar în centrul orașului.","Camera nu era suficient de curată, lenjeria de pat și prosoapele păreau vechi și uzate. WiFi-ul era slab și nelucrat. Mâncarea nu era deloc impresionantă, cu o varietate limitată de alimente la micul dejun. Personalul nu era foarte prietenos sau util.",3,NEG
International Bucharest City Centre Hotel,Bucharest,Romanian,Korean,"Locatia este convenabilă, în centrul orașului","Camera era murdară, mobilierul ruginit și deteriorat, baia necurățată. Liftul nu a funcționat întrețu. Personalul nu este foarte prietenos sau util.",3,NEG
International Bucharest City Centre Hotel,Bucharest,Romanian,English(Chinese),"Hotelul are o locație excelentă, chiar în centrul orașului București.","Calitatea serviciilor a fost foarte slabă. Personalul a fost nepoliticos și neexperimentat. Condițiile din cameră au fost mediocre, cu mobilier vechi și paturi inconfortabile. Baia a fost mică și nu prea curată. Am fost, de asemenea, dezamăgit de micul dejun, care a avut o varietate limitată de opțiuni și nu era proaspăt. Conexiunea la internet a fost, de asemenea, slabă.",4,NEG
International Bucharest City Centre Hotel,Bucharest,Romanian,English(Romanian),Nu pot enumera aspecte pozitive,"Camera mi-a fost atribuita necuratata dupa clientul anterior. Personalul de la receptie a fost neprofesionist. Experienta cu micul dejun a fost ingrozitoare, cu mancare lunca si servire proasta.",2,NEG
ibis Styles Bucharest City Center,Bucharest,Romanian,English(German),"Camerele sunt foarte spațioase și confortabile, cu mobilier modern și paturi mari. Personalul este foarte amabil și întotdeauna gata să ajute. De asemenea, micul dejun a fost excelent, cu o gamă variată de opțiuni de alegere.",Nu am găsit niciun dezavantaj.,9,POS
ibis Styles Bucharest City Center,Bucharest,Romanian,English(Chinese),"Hotelul este foarte central, aproape de toate atracțiile turistice. Camerele sunt spațioase și curate, personalul este foarte amabil și mereu gata să ajute.","Poate că micul dejun ar putea fi mai variat, dar în general a fost OK.",8,POS
ibis Styles Bucharest City Center,Bucharest,Romanian,German,"Hotelul Ibis Styles Bucharest City Center ofera camere confortabile, curate si bine intretinute. Personalul este prietenos si mereu dispus sa ajute. M-am bucurat ca au avut si o oferta buna pentru micul dejun. Restaurantul lor ofera o varietate de mancaruri gustoase. De asemenea, situarea hotelului este excelenta, in apropiere de centrul orasului si de majoritatea obiectivelor turistice. As recomanda cu siguranta acest hotel oricarui turist care viziteaza Bucurestiul.","A trebuit sa ashtept putin pentru check-in, dar nu a fost o problema majora.",9,POS
ibis Styles Bucharest City Center,Bucharest,Romanian,English(Chinese),"Hotelul ibis Styles Bucharest City Center este o alegere excelentă pentru călătorii în București. Camerele sunt spațioase și curate, iar personalul este foarte prietenos și util. Locația este centrală, făcând accesul la obiective turistice extrem de confortabil.",Singurul inconvenient a fost faptul că internetul WiFi a fost uneori instabil.,8,POS
ibis Styles Bucharest City Center,Bucharest,Romanian,Romanian,"Hotelul se află într-o zonă foarte bună a Bucureștiului, camerele sunt curate și confortabile, iar personalul este extrem de amabil și serviciabil. Micul dejun este diversificat și foarte gustos. Recomand cu căldură!","Poate prețurile pentru minibar sunt un pic cam mari, dar nu este o problemă majoră.",9,POS
ibis Styles Bucharest City Center,Bucharest,Romanian,French,"Camera e foarte curata, spatioasa si cu un design modern. Personalul e foarte amabil, mancarea e delicioasa, iar locatia e perfecta, chiar in centrul orasului. Recomand cu caldura.",Uneori conexiunea la Wi-Fi e instabila in camera.,8,POS
ibis Styles Bucharest City Center,Bucharest,Romanian,English(Russian),"Locația este perfectă, personalul foarte amabil și serviabil, camerele curate și confortabil, cu mobilier nou și design modern. Faptul că aveam inclus mic dejun a fost un plus.",nan,10,POS
ibis Styles Bucharest City Center,Bucharest,Romanian,English(Chinese),Hotelul este situat într-o locație centrală cu camere spatioase și personale foarte prietenoase. Micul dejun a fost diversificat și delicios.,"Internetul a fost uneori instabil, dar nu este un mare dezavantaj.",8,POS
ibis Styles Bucharest City Center,Bucharest,Romanian,French,"Hotelul ibis Styles Bucharest City Center a oferit un sejur minunat. Personalul a fost extrem de amabil şi gata să ajute la orice cerere. Camera era foarte curată, spațioasă, iar paturile erau confortabile. De asemenea, micul dejun inclus a fost delicios, cu o varietate largă de opțiuni pentru toate gusturile. Amplasarea hotelului, chiar în centrul orașului, a făcut accesul către diverse atracții turistice extrem de facil. Într-adevăr, un hotel de recomandat pentru oricine vizitează Bucureștiul.","Singurul dezavantaj ar fi fost faptul că parcarea nu este inclusă în prețul camerei. Cu toate acestea, personalul ne-a ajutat să găsim una în apropiere.",9,POS
ibis Styles Bucharest City Center,Bucharest,Romanian,Russian,"Am avut o experiență minunată la ibis Styles București City Center! Personalul a fost foarte drăguț și am avut o cameră frumoasă și confortabilă. Micul dejun a fost variat și gustos. Ne-a plăcut foarte mult amplasarea hotelului, extrem de central. Cred că este unul dintre cele mai bune hoteluri la care am stat până acum în București. Cu siguranță îl recomand allor turisti!","Wifi in camera, chiar daca merge bine, are o intensitate prea mica pentru a permite un flux video de calitate",9,POS
ibis Styles Bucharest City Center,Bucharest,Romanian,English(Turkish),Pozitionarea in centrul orasului,"Serviciul a fost mai jos de asteptari, nu s-a facut curatenie in camera pe tot parcursul sederii, iar micul dejun a fost destul de saracacios.",3,NEG
ibis Styles Bucharest City Center,Bucharest,Romanian,English(Russian),"Designul camerei interesant, culori vesele.","Check in-ul ledoritor, cereri neindeplinite, chiar si atunci când au fost solicitate cu zile înainte. Personal neprofesional. Probleme cu curățenia. Nu recomand acest hotel altor turiști.",4,NEG
ibis Styles Bucharest City Center,Bucharest,Romanian,English(Chinese),Hotelul are o locație centrală buna.,Camerele sunt mici si inghesuite. Personalul nu este suficient de amabil sau util. Micul dejun este mediocru si nu are suficiente variante de alegere.,4,NEG
ibis Styles Bucharest City Center,Bucharest,Romanian,Italian,"Situat într-o zonă centrală a orașului, cu acces facil la transportul public.","Camerele sunt prea mici și neconfortabile.
Calitatea lenjeriei de pat lasă de dorit.
Seriviciul la restaurantul hotelului a fost destul de lent și neorganizat.",5,NEG
ibis Styles Bucharest City Center,Bucharest,Romanian,French,"Amplasarea centrului hotelier este favorabilă, accesul la diverse atracții fiind facil.","Camera era neîngrijită, pereții erau nevopsiți și mobilierul părea vechi și deteriorat. De asemenea, podeaua era murdară și părea că nu a fost curățată o perioadă îndelungată. În ciuda personalului amabil, condițiile oferite au fost departe de a fi satisfăcătoare.",3,NEG
ibis Styles Bucharest City Center,Bucharest,Romanian,English(Korean),"Locatia este centrala, ceea ce a facilitat accesul catre diverse puncte importante ale orasului.","Camera in care am stat era neingrijita si destul de mica pentru pretul achitat. Personalul nu a fost intotdeauna amabil sau dispus sa ajute. Serviciul de curatenie lasa mult de dorit, iar mancarea servita la micul dejun a fost destul de saraca ca diversitate si calitate.",3,NEG
ibis Styles Bucharest City Center,Bucharest,Romanian,English(Chinese),"Personalul prietenos, atmosfera plăcută.","Cameră mică, lenjeria de pat nu era curată, baia nu fusese curățată corespunzător. Clădirea are nevoie de îmbunătățiri serioase. Prețul este destul de piperat pentru servirea oferită.",3,NEG
ibis Styles Bucharest City Center,Bucharest,Romanian,German,"Hotelul este relativ nou, cu servicii decente si o camera destul de confortabila.","Multe probleme am avut acolo: 1. Aerul conditionat nu functioneaza asa cum ar trebui; 2. Miroase a fum in tot hotelul; 3. Zgomote constante se aud prin pereti, mai ales seara tarziu; 4. A trebuit sa astept cam 30 de minute la receptie pentru ca sa fie rezolvate problemele legate de rezervarea mea.",2,NEG
ibis Styles Bucharest City Center,Bucharest,Romanian,Romanian,"Interiorul hotelului este foarte interesant, cel mai probabil renovat recent și având un design modern și original. Personalul este prietenos, dar părea puțin copleșit la momente de vârf.","În ciuda decorului atrăgător, se pare că atenţia acordată detaliilor nu a fost pe măsura aşteptărilor. Aerul condiționat din camera noastră nu funcționa corespunzător, făcând camera foarte incomfortabila în timpul nopții. În plus, izolarea fonică este sub standardele așteptate - ne-am trezit de mai multe ori în timpul nopții datorită zgomotului din coridor. Am avut, de asemenea, numeroase probleme cu cartela magnetică a ușii, care necesită resetare frecventă. Biroul de receptie nu a fost de foarte mare ajutor, pareau destul de nepăsători legat de problemele noastre. Este regretabil, deoarece locaţia hotelului și aspectul general sunt deosebite.",4,NEG
ibis Styles Bucharest City Center,Bucharest,Romanian,English(Russian),Aproape de centrul orașului,"Camera a fost neîngrijită și murdară, serviciul a fost slab, perdelele erau rupte și locul era zgomotos. Așteptările au fost dezamăgite, nu aș recomanda acest hotel.",2,NEG
ibis Styles Bucharest City Center,Bucharest,Romanian,French,"Locația este buna, aproape de punctele de interes ale orașului. Interiorul hotelului este modern și atrăgător.",Personalul nu este deloc prietenos. Baia nu a fost curată și camera era destul de mică pentru prețul plătit. Nu a existat asistență pentru problemele pe care le-am avut în timpul șederii noastre.,4,NEG
ibis Styles Bucharest City Center,Bucharest,Romanian,Romanian,"Design modern, atragator","Micul dejun a fost sub asteptari, produsele nu erau proaspete, iar cafeaua lasa de dorit. La fel si personalul care desi amabil, nu era destul de instruit.",4,NEG
ibis Styles Bucharest City Center,Bucharest,Romanian,Korean,"Locația hotelului foarte buna, in centrul orasului","Camerele nu au fost curățate corespunzător, a existat zgomot neîntrerupt în afara camerei mele",3,NEG
ibis Styles Bucharest City Center,Bucharest,Romanian,Spanish,Design-ul camerei este ok,"Micul dejun ar putea fi mult mai variat, curatenie precara, personal nepoliticos, nu am avut apa calda in cel putin 3 zile",2,NEG
ibis Styles Bucharest City Center,Bucharest,Romanian,Italian,Locație excelentă în centrul orașului.,"Camera a fost destul de mică, cu mobilier vechi și uzat. Personalul nu a fost prietenos și nu s-a străduit să facă șederea mea confortabilă. De asemenea, micul dejun nu a fost la nivelul așteptărilor.",4,NEG
ibis Styles Bucharest City Center,Bucharest,Romanian,Spanish,nan,"Personalul nu a fost foarte amabil, camera a fost incomod de mica iar calitatea mâncării la restaurant a fost substandard. Mai mult, parcare a fost dificil și costisitor.",4,NEG
ibis Styles Bucharest City Center,Bucharest,Romanian,English(French),Localizarea hotelului este centrala ceea ce il face practic.,"Hotelul Ibis Styles Bucharest City Center mi-a lasat o impresie dezamagitoare. Camerele sunt destul de mici, mobilierul pare datat iar curatenia lasa de dorit. Wi-fi-ul nu a functionat bine pe tot parcursul sederii mele, iar serviciul clienti nu a fost grozav. Micul dejun a fost mediocru, cu o variatie scazuta de optiuni.",4,NEG
ibis Styles Bucharest City Center,Bucharest,Romanian,Romanian,"Hotelul este pozitionat bine, chiar in centrul orasului.","Camera de hotel era mica si neperetinandu-si bine caldura. Accesul la internet a fost foarte incet si nu mi-a placut micul dejun oferit, care era destul de saracacios.",3,NEG
ibis Styles Bucharest City Center,Bucharest,Romanian,French,nan,"Camera a fost mică și nu corespundea cu cele din poze. Zgomotul de la traficul stradal a fost deranjant, iar ferestrele nu au fost suficient de izolate fonic. La micul dejun mă așteptam la un sortiment mai diversificat și mai proaspăt. Angajații nu au fost destul de amabili și receptivi la solicitările noastre.",3,NEG
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,Romanian,"Camerele au fost frumoase și curate, cu o vedere splendidă asupra orașului. Personalul a fost foarte prietenos și util, au răspuns la toate întrebările și necesitățile noastre. Serviciile de sală de sport și piscină au fost un plus.",Prețurile pentru meniul de la restaurant sunt puțin cam mari.,8,POS
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,Italian,"Camera a fost foarte confortabilă și curată, personalul a fost extraordinar, și locația este foarte convenabilă.","În ciuda faptului că pretul a fost puțin peste bugetul meu, experiența a meritat fiecare banut.",9,POS
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,English(Turkish),"Camera a fost foarte curată și confortabilă cu o vedere panoramică minunată asupra orașului. Personalul a fost foarte prietenos și util, găsind soluții la toate cererile noastre. Mâncarea de la restaurant a fost delicioasă. De asemenea, locația este excelentă, aproape de cele mai importante obiective turistice ale orașului.","Chiar dacă nu există multe aspecte negative, aș mentiona costul relativ ridicat al minibarului din cameră. ",8,POS
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,Korean,"Hotelul este într-o zonă foarte bună a orașului, aproape de restaurante populare și magazine. Camerele sunt curate, moderne și au toate comoditățile necesare. Personalul este foarte prietenos și util.","Wi-Fi-ul putea fi un pic mai rapid. De asemenea, zonele comune pot fi aglomerate la ore de vârf.",9,POS
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,Turkish,"Hotelul este situat într-o zonă frumoasă, aproape de centrul orașului. Camerele sunt curate și bine amenajate. Personalul este prietenos și mereu gata să ajute.","Prețul pentru micul dejun pare exagerat, luând în considerare varietatea de alimente disponibile.",8,POS
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,English(Romanian),"Hotelul este nou, camerele sunt moderne și foarte spațioase. Personalul este extrem de amabil și profesional. Zona este liniștită, departe de aglomerația orașului, dar în același timp ușor accesibilă.",nan,9,POS
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,English(Spanish),"Amplasare perfectă, personalul foarte prietenos și facilități moderne. Cameră spațioasă și comodă. Micul dejun a fost, de asemenea, excelent.",Niciun dezavantaj deosebit.,9,POS
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,German,"Camera foarte curată, cu o vedere superbă asupra orașului. Personalul foarte amabil și prompt. Micul dejun diversificat și foarte gustos. Aproape de metrou și de marile centre comerciale.",nan,8,POS
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,Italian,"Locație bună, personal amabil și camere curate și spațioase","Wi-Fi gratuit, dar uneori semnalul era slab",8,POS
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,Romanian,"Curățenia excelentă, personalul foarte amabil și mâncarea extraordinară.",-,9,POS
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,Russian,nan,"Serviciile sunt foarte proaste, angajații nu sunt prietenoși sau ajutători. Camerele nu sunt curate și mâncarea la restaurant este oribilă. Sincer, nu aș recomanda acest hotel nimănui.",2,NEG
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,English(German),nan,"Prosoapele nu erau schimbate in fiecare zi. Am avut o experiență dezamăgitoare cu serviciul de curățenie. Mirosul din baie era neplăcut și nu se elimina chiar dacă am notificat recepția. De asemenea, personalul de la recepție nu a fost foarte prietenos sau serviabil. Nu mi s-a părut un hotel de 4 stele.",4,NEG
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,English(French),"Localizarea hotelului este convenabilă, fiind aproape de centrul orașului.","Serviciul a fost dezamăgitor. Personalul a fost nepoliticos și neîngrijit. Mâncarea a fost mediocră și nu așa cum mă așteptam de la un hotel de calibrul Marriott. În plus, curățenia în camere lasă mult de dorit, așternuturile și prosoapele nu erau curate. Este păcat, mă așteptam la mai mult de la acest hotel.",4,NEG
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,English(Spanish),Personalul hotelului este amabil si mereu gata sa ajute. Facilitatile hotelului sunt moderne si amenajarea este placuta.,"Din pacate, experienta mea la acest hotel nu a fost deloc placuta due to wifi-ul care functiona foarte prost. De asemenea, in camera era foarte mult zgomot din cauza sirenelor masinilor si a avioanelor. Nu am putut sa dorm bine in niciuna dintre noptile petrecute aici. In plus, pretul este foarte mare pentru serviciile oferite.",4,NEG
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,English(Italian),Designul modern interior și exterior m-a impresionat.,"Următoarele experiențe m-au făcut să mă gândesc de două ori înainte de a reîntoarce. În primul rând, personalul nu a fost deloc prietenos. Am întâmpinat probleme la check-in. Mai mult, aerul condiționat din camera mea nu funcționa corespunzător. M-am plâns de câteva ori, fără niciun rezultat. Și ici colo, curățenia lasă de dorit; am găsit praful de mai multe zile pe coșul de gunoi. Mic dejun - o selecție foarte mică de alimente și băuturi.",4,NEG
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,Russian,"Design modern, lenjeria de pat.","Hotelul este amplasat aproape de o șosea aglomerată, deci e zgomotos. Toată noaptea se auzeau mașinile. Wi-Fi-ul nu functiona bine, iar micul dejun nu valoreaza banii.",5,NEG
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,English(French),"Aspectul modern al hotelului și localizarea acestuia într-o zonă centrală a Bucureștiului sunt avantajele semnificative. Personalul a fost, de asemenea, amabil","Deși hotelul se prezintă ca unul de 4 stele, experiența mea nu a fost la acest nivel. Calitatea mâncării la restaurantul hotelului a fost mediocră, iar opțiunile pentru vegetarieni au fost limitate. De asemenea, izolarea fonică a grupului sanitar nu era pe măsura așteptărilor, ceea ce a creat un disconfort semnificativ. La fel, am avut probleme cu temperatura în cameră, fiind foarte rece și nu am putut controla termostatul. În final, personalul de la recepție nu a fost la fel de prompt sau eficient cum m-aș fi așteptat de la un hotel de acest calibru.",4,NEG
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,English(German),"Personalul a fost primitor, dar aceasta a fost singura luminita de la capatul tunelului.","Camera in care am stat avea un miros urat, foarte probabil de la tigari, desi era o camera pentru nefumatori. De asemenea, rulotele erau foarte vechi si urmau sa fie schimbate. Serviciul a fost sub asteptarile mele pentru un hotel de acest calibru.",4,NEG
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,English(French),Designul modern al locației,Serviciul necorespunzător al personalului și problemelor cu curățenia în camere,4,NEG
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,Turkish,Localizarea in oras e un avantaj.,Serviciul a fost sub nivelul scontat pentru un hotel Marriott. Probleme cu curatenia in camera si cu lenjeria de pat. Personalul nu era intotdeauna amabil si au existat probleme de comunicare. Nu se justifica pretul.,3,NEG
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,Chinese,"Pozitia este excelenta, in centrul orasului si aproape de toate obiectivele turistice importante. Personalul este amabil si gata sa te ajute cu orice ai nevoie.","Desi este un hotel destul de nou, unele aspecte necesita imbunatatire. Mobilierul din camera pare uzat, ceea ce nu ma asteptam la un hotel de acest calibru. De asemenea, fereastra mea dadea spre o strada destul de zgomotoasa ceea ce a deranjat somnul. Un ultim punct ar fi curatenia lasa de dorit, in special in baie.",5,NEG
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,English(Spanish),Hotelul este situat într-o zonă bună a orașului,"Serviciul a fost slăbuț, personalul nepoliticos. Am avut nevoie de mai multe lucruri de bază în cameră, cum ar fi săpun și șampon, și nu le-am primit în ciuda rugăminților. A trebuit să aștept mult timp pentru a primi asistență. De asemenea, camerele nu au fost curățate corespunzător.",2,NEG
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,Turkish,Designul interior al hotelului este modern si atragator. Angajatii sunt politicosi si prompti.,"Camera in care am stat nu a fost curatata corect, am gasit praf pe mobilier. De asemenea, serviciul de room service a fost sub asteptari, mancarea servita in camera a fost mediocra ca gust si calitate. WiFi-ul a avut semnal slab in camera, ceea ce a fost destul de deranjant.",4,NEG
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,English(Korean),"Locatia hotelului este centrala, ceea ce a fost convenabil.","Camera de hotel a fost murdară și neprimitoare. De asemenea, serviciul pentru clienți a fost sub așteptările mele - personalul a păstrat o atitudine nepăsătoare și neprofesionistă.",2,NEG
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,Italian,Localizare centrala.,"Camera mica si cu vedere spre zid, personal nepoliticos, serviciile de curatenie lasa de dorit. Raportul pret-calitate este slab.",4,NEG
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,English(Chinese),Designul este modern și camerele sunt întotdeauna curate.,"Serviciile au fost deplorabile, mâncarea nu a fost proaspătă și personalul nu a fost atât de prietenos și util cât mă așteptam de la un hotel de acest calibru. De asemenea, wi-fi-ul a fost destul de lent.",3,NEG
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,German,Camerele sunt decente.,Serviciul este foarte rău. Angajații par nepregătiți și deloc amabili. Baia nu a fost curățată așa cum ar trebui. Prețurile sunt exorbitante pentru calitatea serviciilor oferite. Nu aș recomanda acest hotel.,3,NEG
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,English(Spanish),Salonul de mic dejun e destul de spatios si camera de hotel are o vedere frumoasa.,"Personalul a fost destul de nepasator si nefolositor. Camera nu era prea curata, mobilierul era vechi si uzat. Baia nu era deloc utila, toaleta nu functiona corect. Serviciul de Wi-Fi era slab si nu era disponibil mereu.",3,NEG
Courtyard by Marriott Bucharest Floreasca,Bucharest,Romanian,Chinese,Personalul hotelului este amabil și profesionist. Camerele sunt confortabile și bine amenajate.,"In ciuda faptului ca totul pare nou si elegant, sunt cateva probleme. Am avut probleme cu internetul Wi-Fi, a fost instabil și a trebuit să mă reconectez în mod repetat. De asemenea, lenjeria de pat avea niște pete care nu ar fi trebuit să fie acolo, iar micul dejun a fost foarte de bază ținând cont de standardul Marriott.",5,NEG
ibis Bucharest Politehnica,Bucharest,Romanian,Russian,"Hotelul ibis Bucharest Politehnica este un loc foarte plăcut pentru a rămâne. Personalul a fost extrem de amabil și util, de la recepție până la personalul din restaurant și serviciul de curățenie. Camerele sunt curate și confortabile, ideale pentru o odihnă bună după o zi de vizitare a orașului. Localizarea este excelentă, foarte aproape de stația de metrou și de numeroase restaurante și magazine. Aș recomanda cu siguranță acest hotel călătorilor care vizitează Bucureștiul.","Deși în general experiența a fost foarte bună, micul dejun ar putea să fie îmbunătățit prin adăugarea de mai multe opțiuni pentru vegetarieni.",8,POS
ibis Bucharest Politehnica,Bucharest,Romanian,English(Romanian),"Hotelul este nou, camerele sunt curate si bine intretinute. Personalul a fost foarte amabil si mereu gata sa ajute. Amplasarea este excelenta, foarte aproape de complexul Politehnica.",Micul dejun a avut o varietate limitata de optiuni si nu au existat alternative pentru persoanele cu dietetice speciale.,9,POS
ibis Bucharest Politehnica,Bucharest,Romanian,English(Spanish),"Serviciile ireproșabile ale hotelului, spațiul mare al camerelor și proximitatea față de Politehnică sunt de apreciat.",Micul dejun ar putea fi mai variat.,8,POS
ibis Bucharest Politehnica,Bucharest,Romanian,English(Korean),"Amplasarea hotelului este excelenta, chiar langa Politehnica si metrou. Camera a fost curata, personalul a fost foarte prietenos si util.",nan,8,POS
ibis Bucharest Politehnica,Bucharest,Romanian,English(Turkish),"Camera era curată și confortabilă, personalul prietenos și primitoare. Hotelul are o locaţie bună, lângă staţia de metrou şi nu departe de centru.","Wi-Fi-ul a funcționat slab în camera mea, așa că a trebuit să mă duc în lobby pentru a utiliza internetul.",9,POS
ibis Bucharest Politehnica,Bucharest,Romanian,Spanish,Hotelul este nou și foarte curat. Angajații sunt amabili și mereu gata să ajute. Camerele sunt confortabile și bine izolat fonic.,Mic dejunul a fost destul de limitat în opțiuni și nu corespundea așteptărilor mele.,7,POS
ibis Bucharest Politehnica,Bucharest,Romanian,Turkish,O cazare moderna si bine intretinuta cu personal amabil,Wi-Fi a fost cam lent,8,POS
ibis Bucharest Politehnica,Bucharest,Romanian,English(Chinese),"Hotelul ibis Bucharest Politehnica este excelent pentru o escapadă în București. Personalul este incredibil de amabil și ajutător, iar camerele sunt curate și confortabile. Restaurantul oferă o selecție foarte bună de mâncăruri și băuturi.","Desi hotelul este foarte bine intretinut, poate fi un pic zgomotos din cauza traficului de pe bulevard.",8,POS
ibis Bucharest Politehnica,Bucharest,Romanian,English(German),"Locația hotelului este excelentă, camerele sunt curate și confortabile, iar personalul este foarte amabil și prompt. M-am bucurat de serviciul prietenos și de aerul primitor.","Micul dejun ar putea beneficia de mai multă varietate, totuși calitatea produselor era superioară.",9,POS
ibis Bucharest Politehnica,Bucharest,Romanian,French,"Hotelul ibis Bucharest Politehnica este extrem de confortabil cu personal foarte amabil și serviciu de înaltă calitate. Camerele sunt spațioase, curate și bine aerisite. Am fost de asemenea încântați de mâncarea delicioasă oferită în restaurantul hotelului.",Niciun dezavantaj notabil de menționat.,8,POS
ibis Bucharest Politehnica,Bucharest,Romanian,English(Russian),Amplasarea hotelului era convenabilă.,"Personalul a fost delăsator, camera nu era bine curățată, și patul era inconfortabil. În plus, masa de la micul dejun era limitată. Nu aș recomanda acest hotel.",2,NEG
